snapped_at,market_cap,total_volume
1367193600000,1661441770.0,0.0
1367280000000,1592765051.0,0.0
1367366400000,1378705103.0,0.0
1367452800000,1220763415.0,0.0
1367539200000,1075224202.0,0.0
1367625600000,1316363524.0,0.0
1367712000000,1382120536.0,0.0
1367798400000,1393824485.0,0.0
1367884800000,1254637674.0,0.0
1367971200000,1330986953.0,0.0
1368057600000,1334911702.0,0.0
1368144000000,1395116543.0,0.0
1368230400000,1332012007.0,0.0
1368316800000,1350327204.0,0.0
1368403200000,1377789386.0,0.0
1368489600000,1345650748.0,0.0
1368576000000,1338823587.0,0.0
1368662400000,1353313527.0,0.0
1368748800000,1443958629.0,0.0
1368835200000,1455779820.0,0.0
1368921600000,1417905572.0,0.0
1369008000000,1441122694.0,0.0
1369094400000,1443607754.0,0.0
1369180800000,1445715359.0,0.0
1369267200000,1478020525.0,0.0
1369353600000,1545112414.0,0.0
1369440000000,1533661573.0,0.0
1369526400000,1580501022.0,0.0
1369612800000,1515097522.0,0.0
1369699200000,1517015783.0,0.0
1369785600000,1494663310.0,0.0
1369872000000,1496904749.0,0.0
1369958400000,1501246629.0,0.0
1370044800000,1513483050.0,0.0
1370131200000,1425253662.0,0.0
1370217600000,1421300914.0,0.0
1370390400000,1428937992.0,0.0
1370476800000,1431055975.0,0.0
1370563200000,1399369412.0,0.0
1370649600000,1295759699.0,0.0
1370736000000,1276440352.0,0.0
1370822400000,1175742721.0,0.0
1370908800000,1249480387.0,0.0
1370995200000,1281020351.0,0.0
1371081600000,1274880850.0,0.0
1371168000000,1209926438.0,0.0
1371254400000,1157471483.0,0.0
1371340800000,1175106991.0,0.0
1371427200000,1181799762.0,0.0
1371513600000,1203069155.0,0.0
1371600000000,1255047714.0,0.0
1371686400000,1272106014.0,0.0
1371772800000,1307192102.0,0.0
1371859200000,1295399444.0,0.0
1371945600000,1280858025.0,0.0
1372032000000,1288678379.0,0.0
1372118400000,1223713187.0,0.0
1372204800000,1236186084.0,0.0
1372291200000,1235489718.0,0.0
1372377600000,1194934899.0,0.0
1372464000000,1121179078.0,0.0
1372550400000,1144211142.0,0.0
1372636800000,1173606025.0,0.0
1372723200000,1081520862.0,0.0
1372809600000,1094150829.0,0.0
1372896000000,950276548.0,0.0
1372982400000,952140445.0,0.0
1373068800000,826561927.0,0.0
1373155200000,829092669.0,0.0
1373241600000,942313402.0,0.0
1373328000000,928926091.0,0.0
1373414400000,935842308.0,0.0
1373500800000,1040602951.0,0.0
1373587200000,1134446242.0,0.0
1373673600000,1066507120.0,0.0
1373760000000,1155324187.0,0.0
1373846400000,1139102572.0,0.0
1373932800000,1179325520.0,0.0
1374019200000,1202570259.0,0.0
1374105600000,1188974868.0,0.0
1374192000000,1081670768.0,0.0
1374278400000,1116264659.0,0.0
1374364800000,1088742655.0,0.0
1374451200000,1102248729.0,0.0
1374537600000,1115501747.0,0.0
1374624000000,1151633055.0,0.0
1374710400000,1153139045.0,0.0
1374796800000,1180880341.0,0.0
1374883200000,1148339225.0,0.0
1374969600000,1145435127.0,0.0
1375056000000,1202095629.0,0.0
1375142400000,1236716068.0,0.0
1375228800000,1339436875.0,0.0
1375315200000,1291879380.0,0.0
1375401600000,1239228980.0,0.0
1375488000000,1264382935.0,0.0
1375574400000,1326411168.0,0.0
1375660800000,1342634881.0,0.0
1375747200000,1326756331.0,0.0
1375833600000,1334526427.0,0.0
1375920000000,1274852723.0,0.0
1376006400000,1294963874.0,0.0
1376092800000,1286310198.0,0.0
1376179200000,1297135658.0,0.0
1376265600000,1313027073.0,0.0
1376352000000,1327786925.0,0.0
1376438400000,1391639436.0,0.0
1376524800000,1387094734.0,0.0
1376611200000,1358066069.0,0.0
1376697600000,1417789458.0,0.0
1376784000000,1445109513.0,0.0
1376870400000,1491994714.0,0.0
1376956800000,1514081839.0,0.0
1377043200000,1529230788.0,0.0
1377129600000,1535314865.0,0.0
1377216000000,1503336792.0,0.0
1377302400000,1511557692.0,0.0
1377388800000,1533396429.0,0.0
1377475200000,1535741760.0,0.0
1377561600000,1576762300.0,0.0
1377648000000,1546513175.0,0.0
1377734400000,1547509052.0,0.0
1377820800000,1617150065.0,0.0
1377907200000,1718392921.0,0.0
1377993600000,1722213503.0,0.0
1378080000000,1710142536.0,0.0
1378166400000,1713107795.0,0.0
1378252800000,1689995763.0,0.0
1378339200000,1633830110.0,0.0
1378425600000,1584477906.0,0.0
1378512000000,1563128527.0,0.0
1378598400000,1539918692.0,0.0
1378684800000,1594053182.0,0.0
1378771200000,1608333064.0,0.0
1378857600000,1656756078.0,0.0
1378944000000,1691228211.0,0.0
1379030400000,1701815760.0,0.0
1379116800000,1657025266.0,0.0
1379203200000,1642536157.0,0.0
1379289600000,1665488837.0,0.0
1379376000000,1683556257.0,0.0
1379462400000,1701294519.0,0.0
1379548800000,1682570743.0,0.0
1379635200000,1656461048.0,0.0
1379721600000,1631896171.0,0.0
1379808000000,1657008919.0,0.0
1379894400000,1634030222.0,0.0
1379980800000,1629092740.0,0.0
1380067200000,1654155481.0,0.0
1380153600000,1662419043.0,0.0
1380240000000,1618668560.0,0.0
1380326400000,1753605196.0,0.0
1380412800000,1828970464.0,0.0
1380499200000,1700443527.0,0.0
1380585600000,1722801590.0,0.0
1380672000000,1698026829.0,0.0
1380758400000,1576194517.0,0.0
1380844800000,1653066046.0,0.0
1380931200000,1669418621.0,0.0
1381017600000,1654732760.0,0.0
1381104000000,1655843242.0,0.0
1381190400000,1625115323.0,0.0
1381276800000,1683459510.0,0.0
1381363200000,1675768904.0,0.0
1381449600000,1677062166.0,0.0
1381536000000,1738192797.0,0.0
1381622400000,1741018162.0,0.0
1381708800000,1798206169.0,0.0
1381795200000,1832013268.0,0.0
1381881600000,1820343308.0,0.0
1381968000000,1853446060.0,0.0
1382054400000,1916549962.0,0.0
1382140800000,2141663679.0,0.0
1382227200000,2161055256.0,0.0
1382313600000,2265792192.0,0.0
1382400000000,2406961759.0,0.0
1382486400000,2575048013.0,0.0
1382572800000,2500398942.0,0.0
1382659200000,2183845288.0,0.0
1382745600000,2247041816.0,0.0
1382832000000,2381811170.0,0.0
1382918400000,2482498288.0,0.0
1383004800000,2551676592.0,0.0
1383091200000,2550044408.0,0.0
1383177600000,2549295491.0,0.0
1383264000000,2570680763.0,0.0
1383350400000,2597092827.0,0.0
1383436800000,2682104328.0,0.0
1383523200000,2852322733.0,0.0
1383609600000,2902990572.0,0.0
1383696000000,3274691435.0,0.0
1383782400000,3732196390.0,0.0
1383868800000,4187843917.0,0.0
1383955200000,4480692904.0,0.0
1384041600000,3862320493.0,0.0
1384128000000,4263303391.0,0.0
1384214400000,4450833587.0,0.0
1384300800000,5053274589.0,0.0
1384387200000,5108638017.0,0.0
1384473600000,5292963981.0,0.0
1384560000000,5459243350.0,0.0
1384646400000,6075555418.0,0.0
1384732800000,7223144025.0,0.0
1384819200000,7668594980.0,0.0
1384905600000,7052490930.0,0.0
1384992000000,8377345407.0,0.0
1385078400000,9152445458.0,0.0
1385164800000,10241144817.0,0.0
1385251200000,9532336608.0,0.0
1385337600000,10006801131.0,0.0
1385424000000,10712575370.0,0.0
1385510400000,12017982103.0,0.0
1385596800000,13213611317.0,0.0
1385683200000,14691148402.0,0.0
1385769600000,15218504256.0,0.0
1385856000000,14043078160.0,0.0
1385942400000,13358177285.0,0.0
1386028800000,14601103161.0,0.0
1386115200000,15365802048.0,0.0
1386201600000,13664150027.0,0.0
1386288000000,13779408345.0,0.0
1386374400000,10916424827.0,0.0
1386460800000,10092380841.0,0.0
1386547200000,12259463075.0,0.0
1386633600000,12786599317.0,0.0
1386720000000,12122644425.0,0.0
1386806400000,12006644079.0,0.0
1386892800000,12250473505.0,0.0
1386979200000,11801562699.0,0.0
1387065600000,11658580515.0,0.0
1387152000000,10680949566.0,0.0
1387238400000,9337605511.0,0.0
1387324800000,7473860999.0,0.0
1387411200000,9052722687.0,0.0
1387497600000,9312426266.0,0.0
1387584000000,8059160000.0,0.0
1387670400000,8740435654.0,0.0
1387756800000,8677507546.0,0.0
1387843200000,8960018372.0,0.0
1387929600000,9170863513.0,0.0
1388016000000,10129867602.0,0.0
1388102400000,10178415561.0,99005513.0
1388188800000,10036644893.0,46698378.0
1388275200000,10087263184.0,37058017.0
1388361600000,10570031868.0,45234044.0
1388448000000,10444532541.0,33782640.0
1388534400000,10634031218.0,36849601.0
1388620800000,10773987789.0,49405750.0
1388707200000,11433894537.0,120279140.0
1388793600000,11687774519.0,62747437.0
1388880000000,12583584779.0,99074061.0
1388966400000,12913129060.0,168280632.0
1389052800000,11445983745.0,128073005.0
1389139200000,11486224357.0,150725301.0
1389225600000,11670631010.0,85775252.0
1389312000000,11779888589.0,43752075.0
1389398400000,12409271940.0,80699112.0
1389484800000,11899333160.0,66530069.0
1389571200000,11504679487.0,61261751.0
1389657600000,11445933777.0,41676635.0
1389744000000,11789924868.0,43488245.0
1389830400000,11508991483.0,29125277.0
1389916800000,11140911084.0,52452597.0
1390003200000,11516940386.0,29050610.0
1390089600000,11534051519.0,30585580.0
1390176000000,11987167652.0,39699125.0
1390262400000,11900548574.0,50595053.0
1390348800000,11940952621.0,36940956.0
1390435200000,11656785130.0,38502991.0
1390521600000,11084553144.0,58565283.0
1390608000000,11096066542.0,51138176.0
1390694400000,11766588527.0,45694597.0
1390780800000,12218620532.0,55356700.0
1390867200000,10744450648.0,93735288.0
1390953600000,11259294763.0,46184057.0
1391040000000,11234509580.0,28374993.0
1391126400000,11276779717.0,43551651.0
1391212800000,11517083071.0,25859602.0
1391299200000,11562382385.0,29032961.0
1391385600000,11242788741.0,21437686.0
1391472000000,11475058601.0,25954393.0
1391558400000,11429789002.0,28807023.0
1391644800000,11054383352.0,61936090.0
1391731200000,9964516310.0,89089631.0
1391817600000,9697594805.0,99669198.0
1391904000000,9325513526.0,46788351.0
1391990400000,9500229662.0,74671226.0
1392076800000,9671475906.0,147502980.0
1392163200000,9119852706.0,93945953.0
1392249600000,9047292692.0,37600706.0
1392336000000,8690618503.0,138690400.0
1392422400000,8975073790.0,83457395.0
1392508800000,8575732555.0,38499090.0
1392595200000,8971842045.0,65416818.0
1392681600000,8705687784.0,33724928.0
1392768000000,8677119187.0,24048912.0
1392854400000,8284098931.0,55822920.0
1392940800000,8089411907.0,76754444.0
1393027200000,7961923474.0,31589809.0
1393113600000,8699175865.0,64788486.0
1393200000000,8017602449.0,63091885.0
1393286400000,6876547488.0,146479584.0
1393372800000,7927619008.0,97417925.0
1393459200000,8194961506.0,50231514.0
1393545600000,8035162200.0,36836489.0
1393632000000,8027292634.0,31980116.0
1393718400000,8003876579.0,19955646.0
1393804800000,8513293207.0,55675156.0
1393891200000,10373689032.0,149796382.0
1393977600000,9590231545.0,50751833.0
1394064000000,9302561599.0,30273211.0
1394150400000,8815891807.0,40555090.0
1394236800000,8692800322.0,31904028.0
1394323200000,9082414178.0,27205101.0
1394409600000,8949283593.0,25671089.0
1394496000000,8973260983.0,20565979.0
1394582400000,9175730681.0,38858273.0
1394668800000,9170055466.0,24365721.0
